皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
負起責任去善後	I will take care of it	책임지고 일을 수습하겠다고 한다
裝不知道	Ignore it	모른척한다
關於封印	About the Seal	봉인에 대해
耕作地的秘密(1)	Secret of the Farmland (1)	경작지의 비밀(1)
會啟動守護石	I will activate the Guardian Stone	수호석을 가동하겠다고 한다.
別管了	Let's just leave it	놔두자고 한다.
關於比爾那森林的治療	About the treatment at Vilna Forest	빌나 숲에서의 치료에 대해
正在使喚傭人	Activating it	가동시키는 중
蜂樹樹枝裡蘊含的力量	Power Within the Bee Tree Branch	벌나무 가지에 깃든 힘
收集灰回來	I will collect the ashes	재를 모아 오겠다고 한다
蘊涵女神之力的土地(1)	Land Bestowed with the Goddess' Power (1)	여신의 힘이 깃든 땅(1)
要去補充魔力	I will fill the evil power	마력을 채워 오겠다고 한다
蘊涵女神之力的土地(2)	Land Bestowed with the Goddess' Power (2)	여신의 힘이 깃든 땅(2)
要一點準備的時間	Give me some time to prepare	잠시만 준비할 시간을 달라고 한다
正在淨化封印塔	Purifying the Sealed Tower	봉인탑 정화 중
奧斯特雅女神的情況	Goddess Austeja's Situation	아우스테야 여신의 사정
聽故事	Listen to the Story	이야기를 듣는다
稍微休息一下吧	Let's rest for a while	조금만 쉬자고 한다
為了災難的降臨	The Advent of Disaster	재앙의 강림을 위해
就算是稻草人的手也好(1)	Scarecrow's Hand (1)	허수아비 손이라도(1)
就算是稻草人的手也好(2)	Scarecrow's Hand (2)	허수아비 손이라도(2)
會把它立起來	I'll have it stand	세워두겠다고 한다
取消	Cancel	취소
安慰它吧	Comfort him	위로해주자
被蠱惑的啟示者們	Addled Revelators	현혹된 계시자들
詢問找回象徵的方法	Ask how to regain the symbol	상징을 되찾는 방법에 대해 묻는다
是與我無關的事	It's not related to me	나와는 상관 없는 이야기라고 한다
關於春光樹林的封印	About the Seal in Spring Light Wood	봄볕나무 숲의 봉인에 대해
奧斯特雅女神的象徵	Symbol of Goddess Austeja	아우스테야 여신의 상징
修復中	Restoring	복원 중
首要之急是治療啟示者們	The Revelators come First	계시자들을 치료하는 게 우선
粉碎的封印塔(1)	Destroyed Seal Tower (1)	부서진 봉인탑(1)
我會復原封印	I will restore the seal	봉인을 복구하겠다고 한다
關於封印崩壞的原因	Why the seal is destroyed	봉인이 망가진 이유에 대해
正在賦予女神的力量	Endowing the power of the Goddesses	여신의 힘을 부여하는 중
粉碎的封印塔(2)	Destroyed Seal Tower (2)	부서진 봉인탑(2)
春光樹林祭壇的切波勒	Chafer of the Spring Light Woods	봄볕나무 숲 제단의 체이퍼
摧毀塔的犯人	The Tower's Destroyer	탑을 부서버린 범인
商人遺失的行李	Merchant's Lost Wares	상인의 잃어버린 짐
我會幫你找，你別擔心	I will find it back so don't worry	찾아줄테니 걱정 말라고 한다
關於被蠱惑的啟示者	About the addled Revelators	현혹된 계시자에 대해
確保安全的單行道	Securing a Safe Route	안전한 통행로 확보
我會幫忙消滅怪物	I'll get rid of the monsters	몬스터를 처치해주겠다고 한다
用春光草做的藥	Medicing Made of Spring Light Grass	봄볕초로 만드는 약
直接無視吧	Just ignore it	그냥 무시한다
討厭	I don't want to	싫다고 한다
失敗與成功	Failure and Success	실패와 성공
一步一腳印的收集	Each Step United	한걸음 한걸음이 모여
我會幫忙討伐	I'll help subjugate	토벌을 돕겠다고 한다
波塞林奇斯森林的威脅(1)	Threat at Poslinkis Forest (1)	포슬린키스 숲의 위협(1)
要去看一下	I'll go take a look	살펴 보겠다고 한다
波塞林奇斯森林的威脅(2)	Threat at Poslinkis Forest (2)	포슬린키스 숲의 위협(2)
會去拯救貓頭鷹們	I'll save the owls	부엉이들을 구해 주겠다고 한다
無法填滿的飢餓感(1)	Insatiable Hunger (1)	채워지지 않는 허기(1)
詢問想吃哪種食物	Ask her what kind of food she wants	어떤 음식을 원하냐고 묻는다
無法填滿的飢餓感(2)	Insatiable Hunger (2)	채워지지 않는 허기(2)
詢問是否有特別想要的東西	Ask her if there's anything she particularly wants	특별히 원하는 것이 있는지 묻는다
別沒事找事還是離開比較好	You better leave without being involved in the matter	괜히 얽히지 말고 자리를 뜨는 게 좋을 것 같다
無法填滿的飢餓感(3)	Insatiable Hunger (3)	채워지지 않는 허기(3)
無法填滿的飢餓感(4)	Insatiable Hunger (4)	채워지지 않는 허기(4)
繼續聽他說	Keep listening to him	계속 말을 들어 주자
已蓋好莉莉亞的墳墓	Made a grave for Liliya	릴리야의 무덤을 만들어 주었습니다
永無止盡的嘴饞(1)	Endless Gluttony (1)	끝없는 식탐(1)
就算是怪物的肉也好，幫我帶回來	I will get you some meat from the monsters	몬스터의 고기라도 괜찮다면 구해 오겠다고 한다
無視並繼續走曾走過的路	Ignore it and go your way	무시하고 가던 길 간다
永無止盡的嘴饞(2)	Endless Gluttony (2)	끝없는 식탐(2)
快交出音樂盒	Give him the music box	어서 오르골을 내 준다
永無止盡的嘴饞(3)	Endless Gluttony (3)	끝없는 식탐(3)
詢問我是否也有能幫上忙的事情	Ask him if there's anything you could help	내가 도울 수 있는 일이 있는지 묻는다
現在可以休息了	Tell him to take some rest now	이제 그만 휴식을 취하라고 한다
嘴饞的項鍊	Necklace of Gluttony	식탐의 목걸이
正在挖開腐壞的肉堆	Searching through the rotten meat	썩은 고기 더미를 파헤치는 중
餓鬼爭鬥	Argument	아귀다툼
等看看	Wait	기다려 본다
就走要走的路	Just go your way	그냥 갈 길 간다
不能被搶走(1)	Can't Be Taken Away (1)	빼앗길 수 없어(1)
想要幫忙	I want to help	도움이 되고 싶다고 한다
不想被牽扯進去就離開了	Leave since you don't wanna get involved	엮이고 싶지 않으니 떠난다
不能被搶走(2)	Can't Be Taken Away (2)	빼앗길 수 없어(2)
會幫忙做實驗	I will test it out	시험해 주겠다고 한다
離開吧	Leave now	이만 떠나자
正在翻找糧食堆	Searching through the stack of food	식량무지를 뒤지는 중
懶惰的詛咒 - 偷懶	Curse of Sloth - Laziness	나태의 저주 - 게으름
懶惰的詛咒 - 有氣無力	Curse of Sloth - Lethargy	나태의 저주 - 무기력
就在水晶核被破壞的同時，水晶也跟著被破壞了。	You destroyed all the cores and the Tree Root Crystal was destroyed as well	핵을 모두 파괴하자 수정 또한 파괴되어 버렸습니다
懶惰的詛咒 - 午覺	Curse of Sloth - Siesta	나태의 저주 - 낮잠
正在搖晃	Shaking	흔들어 보는 중
懶惰的詛咒 - 詛咒	Curse of Sloth - Curse	나태의 저주 - 저주
懶惰的詛咒 - 暈倒	Curse of Sloth - Faint	나태의 저주 - 기절
正在察看變質的樹根水晶	Checking the Mutated Tree Root Crystal	변질된 나무뿌리 수정을 살펴 보는 중
懶惰的詛咒 - 無底洞	Curse of Sloth - Abyss	나태의 저주 - 무저갱
察看樹根水晶	Checking the Tree Root Crystal	나무뿌리 수정 살펴 보기
懶惰的詛咒 - 水深火熱	Curse of Sloth - Misery	나태의 저주 - 도탄
察看水晶中	Looking at the crystal	수정을 살펴 보는 중
從樹根水晶內掉出了遺書	The will dropped from Tree Root Crystals	나무뿌리 수정에서 유언장이 떨어졌습니다
不明所以的事	Mysterious Incident	영문 모를 일
不要妨礙他，在旁邊看著就好	Let's just look at it quietly without disturbing	방해하지 말고 가만히 지켜보자
解除憤怒的封印實驗(1)	Raging Soul Releasing Test (1)	분노의 봉인 풀기 시험(1)
詢問要怎麼做才可以	What should I do?	어떻게 하면 되느냐고 물어 본다
因為很忙，要離開	Let's get out since you are busy	바쁘니 자리를 뜨자
關於這裡發生的事情	About the incident that occurred here	여기서 벌어진 일에 대해
正在祭壇裡祈禱	Praying to the altar	제단에 기도 하는 중
解除憤怒的封印實驗(2)	Raging Soul Releasing Test (2)	분노의 봉인 풀기 시험(2)
感覺好像是麻煩事，還是拒絕吧。	Reject it since it seems tiresome	귀찮은 일인 듯 하니 거절하자
解除憤怒的封印實驗(3)	Raging Soul Releasing Test (3)	분노의 봉인 풀기 시험(3)
會幫忙找經典	I will find the scripture for him	경전을 찾아 주겠다고 한다
能幫的都已經幫了，要離開了	I will leave since you helped him a lot	도와줄 만큼 도와줬으니 떠나겠다고 한다
解除憤怒的封印實驗(4)	Raging Soul Releasing Test (4)	분노의 봉인 풀기 시험(4)
看來應該會很辛苦	Tell him that it would be hard	힘들 것 같다고 한다
關於憤怒的靈魂們	About the furious spirits	분노한 영혼들에 대해
靈魂們的憤怒	Rage of the Souls	영혼들의 분노
關於魔族的目的	About the demons' objectives	마족의 목적에 대해
憤怒的靈魂花瓣	Flowers to the Enraged Soul	분노한 영혼의 꽃잎
正在祈禱	Praying	기도하는 중
請為受到束縛的靈魂們採下周圍的花並獻到祭壇上。	Gather flowers and offer it to the altar-bound souls	속박당한 영혼들을 위해 주변의 꽃을 모아 제단에 바치세요
正在整理祭壇	Cleaning the altar	제단을 정리하는 중
獻給憤怒的靈魂們	Offering to the Angry Souls	분노한 영혼들에게 바침
給憤怒者自由	Freedom to the Enraged Souls	분노한 자에게 자유를
正在上呈經典	Placing the Scripture	경전을 올려 놓는 중
被壓縮的憤怒	Condensed Anger	응축된 분노
被破壞的祭壇秘密	Secret of the Destroyed Altar	파괴된 제단의 비밀
靈魂的碎片	Fragment of a Soul	영혼의 파편
正在察看祭壇	Checking the altar	제단을 살피는 중
正在噴灑怪物體液	Spraying Cold Fluid	뿌리는 중
捐款看看	Make some contribution	헌금을 해 본다
這種時候不要浪費銀幣	Let's not waste silvers on this kind of thing	이런 데에 실버를 낭비하지 말자
為了祝福的膜拜(1)	Worship for the Blessing (1)	축복을 위한 경배(1)
將周圍的怪獸當成財物獻上去吧	Let's offer the monsters nearby as sacrifices	주변의 몬스터를 제물로 바쳐 보자
不需要祝福所以直接離開	You don't need blessings just go on your way	축복은 필요 없으니 그냥 간다
別提給予什麼祝福了，聖所似乎受到了污染	The sanctum has been corrupted instead of being blessed	축복은 커녕 성소가 오염된 것 같습니다
為了祝福的膜拜(2)	Worship for the Blessing (2)	축복을 위한 경배(2)
正在察看聖所	Looking at the sanctum	성소를 살펴보는 중
為了祝福的膜拜(3)	Worship for the Blessing (3)	축복을 위한 경배(3)
要淨化聖所	I will purify the sanctum	성소를 정화하겠다고 한다
好像會很危險，決定放棄淨化	Give up on the purification since it looks dangerous	위험할 것 같으니 정화는 포기한다
正在噴灑聖水	Spraying the Holy Water	성수를 뿌리는 중
神聖的女神像	Holy Goddess Statue	성스러운 여신상
真正的女神像(1)	Genuine Goddess Statue (1)	참된 여신상(1)
正在說明關於祈願森林女神像的事情	Explaining about the Goddess Statue in the Forest of Prayer	기원의 숲 여신상에 대해 설명 중
真正的女神像(2)	Genuine Goddess Statue (2)	참된 여신상(2)
去修女神像	Go repair the Goddess Statue	여신상을 보수하러 간다
好像會很危險，還是收手吧。	Stop it since it looks dangerous	위험할 것 같으니 손을 떼자
真正的女神像(3)	Genuine Goddess Statue (3)	참된 여신상(3)
正在修理女神像	Repairing the Goddess Statue	여신상 수리 중
真正的女神像(4)	Genuine Goddess Statue (4)	참된 여신상(4)
正在察看女神像	Inspecting the Goddess Statue	여신상을 살펴 보는 중
假假真真的聖所？(1)	Sanctum of Truth or Lie? (1)	거짓 또는 진실의 성소?(1)
假假真真的聖所？(2)	Sanctum of Truth or Lie? (2)	거짓 또는 진실의 성소?(2)
詢問關於淨化聖所的方法	Ask her about how to purify the Sanctum	성소를 정화할 방법에 대해 묻는다
情勢很危險，最好撤退	Better stand back as it's dangerous	위험하니까 물러서는 게 좋을 것 같다
假假真真的聖所？(3)	Sanctuary of Truth or Lie? (3)	거짓 또는 진실의 성소?(3)
正在取出標誌	Pulling out the Symbol	표식을 꺼내는 중
正在燃燒徽章	Burning the Badge	휘장을 태우는 중
已淨化聖所	The Sanctum has been purified	성소가 정화되었습니다
祝福的必要條件	Prequisite Blessing	축복의 필수 조건
裝來清澈的水	Get some Pure Water	맑은 물을 떠 온다
就這樣算了吧	Quit	그만 두자
正在舀水	Scooping up the Water	물 뜨는 중
放置好清水，進行膜拜	Worshiping with Pure Water	맑은 물을 놓고 경배 중
窒息的女神像	Suffocating Goddess Statue	질식하는 여신상
在聖所付出真心	Sincerity in the Sanctum	진심을 성소에
帶回草花	Obtain some flowers	풀꽃을 구해 오자
就這樣經過	Pass by	그냥 지나간다
不捐款	Don't donate	헌금하지 않는다
正在說明聖所的事情	Explaining about the Sanctum	성소의 일을 설명 하는 중
正在燃燒淨化符	Burning the purifier	정화부를 태우는 중
已淨化聖所！	The Sanctum has been purified	성소가 정화 되었습니다!
用虔誠的心	With Devotion	경건한 마음으로
擺脫迷惑(1)	Avoiding Infatuation (1)	미혹에서 벗어나(1)
要吃藥	I will consume the medicine	약을 먹겠다고 한다
感覺很可疑，還是拒絕吧	Reject it since it seems suspicious	의심되니 거절하자
擺脫迷惑(2)	Avoiding Infatuation (2)	미혹에서 벗어나(2)
要去收集材料回來	I will get the materials	재료를 구해 오겠다고 한다
約好下一次	Wait for the next chance	다음을 기약한다
關於受傷的理由	About the cause of the wound	다친 이유에 대해
擺脫迷惑(3)	Avoiding Infatuation (3)	미혹에서 벗어나(3)
擺脫迷惑(4)	Avoiding Infatuation (4)	미혹에서 벗어나(4)
