凱帕	Kepa	케파
赤紅努德鉤子	Red Old Hook	붉은 누덕 갈고리
炮塔	Turret	터렛
黃金鐵砧	Golden Anvil	황금 모루
雷克西波人類型	Human Rexipher	렉시퍼 인간형
燃燒的火焰蜥蜴王	Flaming Salamander	타오르는 샐러맨더
飢餓的狼人	Hungry Werewolf	굶주린 웨어울프
噁心的地心蟲王	Nasty Reaverpede	징그러운 리버피드
無臉的蠱惑惡靈	Faceless Dazzle Specter	얼굴 없는 현혹의 스펙터
吉努特卡斯米尼	Zinutekas Mini	지누테카스 미니
拉普拉沃	Raflower	라플라워
大粉紅蘑菇精	Big Fungriba	빅 평그리바
艾洛瑪	Elloma	엘로마
戴斯摩斯	Desmos	데스모스
蟲子	Bug	방개
暗黑拉普拉沃	Black Raflower	검은 라플라워
冰牆	Ice Wall	아이스월
布貝魔法師	Vubbe Wizard	부베 마법사
布貝火焰魔法師	Vubbe Fire Wizard	부베 화염 마법사
布貝冰凍魔法師	Vubbe Ice Wizard	부베 얼음 마법사
布貝咒術師	Vubbe Shaman	부베 주술사
溫迪戈逃犯	Wendigo Escapee	웬디고 탈주범
柯洛瑪多	Chromadog	크로마독
蘭姆貝兒	Rambear	램베어
歐爾塔倫	Ultanun	얼타눈
魯巴勃斯	Rubabos	루바보스
潘圖魔法師	Panto Wizard	판토 마법사
潘圖咒術師	Panto Shaman	판토 주술사
藍色潘圖魔法師	Blue Panto Wizard	푸른 판토 마법사
赤紅潘圖魔法師	Red Panto Wizard	붉은 판토 마법사
莫亞	Haze	모야
莫亞布	Moyabu	모야부
巴本	Bavon	바본
提努	Tanu	타누
傑克諾茲	Zignuts	지그너츠
藍色潘圖劍士	Blue Panto Warrior	푸른 판토 전사
赤紅潘圖劍士	Red Panto Warrior	붉은 판토 전사
潘圖暗殺者	Panto Assassin	판토 암살자
摩格蘭	Moglan	모글란
丹丹	Denden	덴덴
圖約勒	Doyor	도요르
提皮歐	Tipio	티피오
倫多	Rondo	론도
泰拉伊普	Terra Imp	테라임프
潘圖槍兵	Panto Spearman	판토 창병
赤紅潘圖槍兵	Red Panto Spearman	붉은 판토 창병
藍色潘圖槍兵	Blue Panto Spearman	푸른 판토 창병
卡羅	Caro	카로
德菲	Dubby	더비
葉豆精	Leafnut	리프넛
潘圖	Panto	판토
赤紅潘圖	Red Panto	붉은 판토
藍色潘圖	Blue Panto	푸른 판토
斑點潘圖	Spots Panto	점박이 판토
潘圖劍士	Panto Warrior	판토 전사
拿著鏟子的潘圖	Panto with Shovel	삽 든 판토
獨角獸	Unicorn	유니콘
圖拉漢	Dullahan	듀라한
努歐達伊	Nuodai	누오다이
肯陶洛斯	Centaurus	켄타우로스
貝皮特	Velpede	벨피드
瑪爾雷飛龍	Mallet Wyvern	말렛와이번
吐勒塔伊	Turtai	투르타이
肯瑟琳	Canceril	캔서릴
克雷比爾	Crabil	크래빌
喀拉庫曼	Glackuman	글락쿠만
貝爾利安	Belian	밸리안
摩吉	Merge	머지
佛羅斯凱	Plokste	플록스케
烏特魂間	Wood Houngan	우드혼간
貝紐特	Velnewt	벨뉴트
布爾魯	Blut	블룻
諾溫	Neop	네옵
老鷹寵物	Pet Hawk	매 펫
克爾拉	Clock	클락
肥皂泡泡	Soap Bubble	비눗방울
火腿	Ham	햄
貝哈伊勒水晶	Velheider Crystal	벨하이더수정
樹葉	Leaf	나뭇잎
技能樹木	Skill Wood	스킬 우드
技能樹木b	Skill Wood B	스킬 우드b
技能樹木C	Skill Wood C	스킬 우드C
技能樹木D	Skill Wood D	스킬 우드D
技能樹木E	Skill Wood E	스킬 우드E
綠頭鴨	Mallardu	말라두
小綠頭鴨	Mali	말리
克魯莫	Grummer	그루머
賀敏勃德	Hummingbird	허밍버드
里普萊依	Leafly	리플라이
盾牌	Shield	방패
旗幟	Flag	깃발
殭屍	Zombie	좀비
鍊金術士寶珠	Alchemist Orb	알케미스트 오브
曼德拉高拉	Mandragora	만드라고라
畢卡拉斯博學者	Vikaras Mage	비카라스 메이지
藍色力量旗幟	Blue Ogouveve Flag	푸른 오구베베 깃발
烏壇巴拉	Udumbara	우담바라
鍊金術士煤碳	Alchemist Briquette	알케미스트 연탄
鍊金術士碘酒	Alchemist Tincture	알케미스트 팅크
豬籠草	Nepenthes	네펜더스
希德米亞	Seedmia	씨드미아
彼蘭特	Firent	피렌트
卡露克	Galok	갈록
伍潘特	Upent	우펜트
葛利查頓	Glizardon	글리자돈
寇利羅斯	Corylus	코릴러스
赤紅路克史頓	Red Loxodon	붉은 룩소돈
畢特羅斯	Beeteros	비테로스
曼陀羅之樹	Mantiwood	멘티우드
伊諾溫	Egnome	이노움
畢托爾	Beetow	비토우
卡樂卡修	Carcashu	카르카슈
暗黑麥茲	Black Maize	검은 마이즈
蒙雷幾那	Merregina	머레지나
蒙雷幾那賽爾	Merregina Cell	머레지나 셀
貝里克洛	Velwriggler	벨리글러
裂嘴菌菇獸	Lapasape	라프세이프
魔力鴨	Ducky	더키
克洛紐特	Cronewt	크로뉴트
伊普羅霍克鷹	Infro Hoglan	인프로 호글란
杜瑪洛	Dumaro	듀마로
青苔克洛普斯	Lichenclops	리첸클롭스
羅布倫	Rubblem	러블렘
羅佛特倫	Loftlem	로프틀렘
布拉因德倫	Blindlem	블라인들렘
布勒倫	Fallenlem	플른렘
伊普羅嗜血妖魔	Infroblood	인프로블러드
堤肯	Ticen	티켄
圖肯	Tucen	투켄
蔻理曼	Colimen	콜리맨
蔻利達伊爾	Colitile	콜리타일
柯利樹樁怪	Colistump	콜리스텀프
麻里凡	Minivern	미니번
貝爾雷克	Belegg	벨레그
森林花怪	Woodfung	우드펑
赤紅礦石龜	Red Infrorocktor	붉은 인프로락터
被汙染的畢卡拉斯博學者	Corrupt Vikaras Mage	오염된 비카라스 메이지
傑斯堤	Gesti	제스티
Q2 青苔泥人	Q2 Golem	Q2 골렘
Q3 青苔泥人	Q3 Golem	Q3 골렘
Q4 青苔泥人	Q4 Golem	Q4 골렘
Q1 惡魔葛洛夫	Q1 Devilglove	Q1 데블글로브
Q1 巨眼丹提	Q1 Denoptic	Q1 덴옵틱
Q1 地心蟲王	Q1 Reaverpede	Q1 리버피드
蘑菇沃特	Mushwort	머쉬워트
Q3 蘑菇卡利亞	Q3 Mushcaria	Q3 머슈카리아
Q1 魔斯怪	Q1 Mothstem	Q1 모스템
Q1 莫厄	Q1 Moa	Q1 모아
Q1 米諾牛頭怪	Q1 Minotaur	Q1 미노타우로스
Q2 米諾牛頭怪	Q2 Minotaur	Q2 미노타우로스
Q4 貝亞卡拉斯	Q4 Bearkaras	Q4 베아카라스
Q1 布貝鬥士	Q1 Vubbe Fighter	Q1 부베 투사
Q1 比特雷巨蜂	Q1 Biteregina	Q1 비테레지나
Q2 火焰蜥蜴王	Q2 Salamander	Q2 샐러맨더
Q1 鬼影凱伊洛	Q1 Shadowgaler	Q1 섀도게일러
Q1 耶庫	Q1 Yekub	Q1 예쿱
Q1 死靈查普利	Q1 Chapparition	Q1 채퍼리션
Q3 死靈查普利	Q3 Chapparition	Q3 채퍼리션
Q4 死靈查普利	Q4 Chapparition	Q4 채퍼리션
Q1 綠色樹精	Q1 Green Woodspirit	Q1 초록 우드스피릿
Q2 毒魔蛙圖圖	Q2 Tutu	Q2 투투
被召喚的波亞塔	Summoned Poata	소환된 포아타
Q3 波亞塔	Q3 Poata	Q3 포아타
Q1 夏勒琵雅	Q1 Harpeia	Q1 하르피아
Q2 遠古石龜獸	Q2 Rocktortuga	Q2 락토르투가
澤米娜女神像D	Statue of Goddess Zemyna D	제미나 여신상D
澤米娜女神像E	Statue of Goddess Zemyna E	제미나 여신상E
瓦卡麗涅女神像D	Statue of Goddess Vakarine D	바카리네 여신상D
瓦卡麗涅女神像E	Statue of Goddess Vakarine E	바카리네 여신상E
羅姆巴D	Romuva D	로무바D
羅姆巴E	Romuva E	로무바E
任務凱吉青苔泥人	Mission Gazing Golem	미션 게이징 골렘
任務庫勒坤魔牛	Mission Gorgon	미션 고르곤
任務地獄亡靈	Mission Necroventer	미션 네크로벤터
任務惡魔葛洛夫	Mission Devilglove	미션 데블글로브
任務迪歐尼亞	Mission Dionia	미션 디오니아
任務德拉涪里溫	Mission Drapeliun	미션 드라페리운
任務魯托普士	Mission Rutopus	미션 루토푸스
任務利卡烏斯	Mission Rikaus	미션 리카우스
任務霸王食人花	Mission Rytaswort	미션 리타스워트
任務火山龜獸	Mission Magburk	미션 매그버크
任務米諾牛頭怪	Mission Minotaur	미션 미노타우로스
突擊的比特雷巨蜂	Fierce Biteregina	맹공의 비테레지나
任務獨眼巨人	Mission Cyclops	미션 사이클롭스
任務石鯨怪	Mission Stone Whale	미션 석화고래
任務火焰蜥蜴王	Mission Salamander	미션 샐러맨더
任務鬼影凱伊洛	Mission Shadowgaler	미션 섀도게일러
任務惡靈君主	Mission Specter Monarch	미션 스펙터 군주
任務鋼鐵巴溫	Mission Ironbaum	미션 아이언바움
任務亞崑	Mission Archon	미션 아콘
任務約納喬雷	Mission Yonazolem	미션 요나졸렘
任務女妖克萊默	Mission Clymen	미션 클라이멘
希默普	Simorph	시모프
傳聞的元凶貝亞卡拉斯	Rumor Culprit Bearkaras	소문의 원흉 베아카라스
惡魔葛洛夫	Devilglove	데블글로브
屍體清道夫夏勒琵雅	Corpse Cleaner Harpeia	시체 청소부 하르피아
[轉職]石鯨怪	[Advancement] Stone whale	[전직]석화고래
[轉職]綠色樹精	[Advancement] Green Woodspirit	[전직]초록 우드스피릿
[轉職]惡靈君主	[Advancement] Specter Monarch	[전직]스펙터 군주
[轉職]魔鬼鰩	[Advancement] Rajapearl	[전직]라자펄
[轉職]雷普斯	[Advancement] Lepus	[전직]레푸스
[轉職]巨眼丹提	[Advancement] Denoptic	[전직]덴옵틱
貓頭鷹雕像D	Carve Owl D	부엉이 조각상D
貓頭鷹雕像E	Carve Owl E	부엉이 조각상E
布貝斥候兵	Vubbe Scout	부베 척후병
新手布貝弓箭手	Novice Vubbe Archer	풋내기 부베 궁수
陷阱1	Trap 1	트랩1
陷阱2	Trap 2	트랩2
陷阱3	Trap 3	트랩3
闊劍地雷	Claymore	크레모어
被召喚的蘑菇卡邦	Summoned Mushcarfung	소환된 머슈카펑
零度盾牌	Subzero Shield	서브제로 쉴드
甜心蜘蛛	Honey Spider	허니스파이더
鍊金術士巨作	Alchemist Magnum Opus	알케미스트 마그눔오푸스
夏爾蘭咒術師	Siaulamb Shaman	샤울렘 주술사
夏爾蘭傭兵	Siaulamb Lagoon	샤울렘 라군
夏爾蘭劍士	Siaulamb Warrior	샤울렘 전사
葛雷斯墨爾的召喚物	Summon of Glass Mole	글래스몰의 소환물
約諾溫	Yognome	요노움
夏烏爾拉伯	Siaulav	샤울라브
惡靈君主的召喚物	Specter Monarch's Summon Post	스펙터군주의 소환물
卡普里亞	Capria	카프리아
弩炮	Varistor	발리스타
獨眼巨人的召喚物	Summoned of Cyclops	사이클롭스의 소환물
腐蝕的石頭歐魯卡	Corroded Stone Orca	부식된 스톤오르카
大夏爾蘭	Big Siaulamb	빅 샤울렘
夏烏羅屋哥	Siaulogre	샤울로우거
潘迪邁爾	Pendinmire	펜딘마이어
古老的礦石龜	Orange Infrorocktor	오래된 인프로락터
暗黑大蘑菇精	Big Black Griba	검은 빅 그리바
暗黑吸血蝙蝠	Black Desmodus	검은 데스모두스
暗黑樹林哥布林	Black Wood Goblin	검은 우드고블린
毒甕	Poison Pot	독 항아리
小淘氣地鼠獸	Mischievous Spion	장난꾸러기 스피온
腐蝕的休塔因	Corroded Shtayim	부식된 쉬타임
飢餓的勞爾吉努特	Hungry Lauzinute	배고픈 라우지누테
小淘氣幽格普斯	Mischievous Jukopus	장난꾸러기 유코푸스
快速的韋伯	Swift-footed Weaver	발빠른 위버
野外死靈查普利技能虛擬	Field Chapperition Skill Dummy	필드 채퍼리션 스킬 더미
深淵的朋德	Abysmal Pawnd	심연의 폰드
深淵的羅德林	Abysmal Rodelin	심연의 로델린
深淵的朋德爾	Abysmal Pawndel	심연의 폰델
堅硬的小青苔泥人	Hard Golemlet	단단한 골렘릿
劍練習台(火焰)	Sword Pell (Fire)	검 연습대(화염)
劍練習台(毒氣)	Sword Pell (Poison)	검 연습대(독)
劍練習台(雷電)	Sword Pell (Lightning)	검 연습대(번개)
劍練習台(大地)	Sword Pell (Earth)	검 연습대(땅)
毛骨悚然的死靈查普利	Creepy Chapparition	소름끼치는 채퍼리션
陰森的綠色樹精	Bleak Green Woodspirit	음산한 초록 우드스피릿
巨大潘圖標槍兵	Large Panto Spearman	대형 판토 투창병
魔界的撕裂者	Demon Shredded	마계의 쉬레디드
潘圖標槍兵	Panto Spearman	판토 투창병
毒針的賀敏勃德	Hummingbird Sting	독침의 허밍버드
潘圖圖騰	Panto Totem	판토 토템
羅德林	Rodelin	로델린
大地之塔姆恩	Earth Tower Gate	대지의 탑 문
姆恩	Gate	문
卡普利頌	Cafrisun	카프리선
禿鷹	Eagle	독수리
牧羊人犬	Sheep Dog	양치기개
赤紅安布羅樹精	Red Tree Ambulo	붉은 트리암불로
赤紅倫多	Red Rondo	붉은 론도
赤紅魯巴勃斯	Red Rubabos	붉은 루바보스
老派的努德鉤子	Rusty Old Hook	낡은 누덕 갈고리
魔花卡諾波	Carnivore	카너버
黑色海賊旗	Jolly Roger Black	졸리로저 블랙
森林石怪	Stonefroster	스톤프로스터
被迷惑的聖火祭司	Addled Krivis	현혹된 크리비
被迷惑的斥侯	Addled Scout	현혹된 스카우트
被迷惑的圓盾劍士	Addled Rodelero	현혹된 로델레로
被迷惑的武僧	Addled Monk	현혹된 몽크
被迷惑的野蠻人	Addled Barbarian	현혹된 바바리안
利泰力斯	Riteris	리테리스
黃色凱吉青苔泥人	Yellow Gazing Golem	노란 게이징 골렘
黃色彼蘭特	Yellow Firent	노란 피렌트
黃色伊諾溫	Yellow Egnome	노란 이노움
黃色約諾溫	Yellow Yognome	노란 요노움
黃色雷姆爾	Yellow Lemur	노란 레무르
黃色雷姆力亞	Yellow Lemuria	노란 레무리아
黃色莫亞	Yellow Moya	노란 모야
黃色莫亞布	Yellow Moyabu	노란 모야부
黃色喀拉庫曼	Yellow Glackuman	노란 글락쿠만
黃色莫亞班羅喀	Yellow Moyabruka	노란 모야브루카
雪白吸血蝙蝠	White Desmodus	하얀 데스모두스
雪白格羅爾	White Groll	하얀 그롤
綠色格羅爾	Green Groll	초록 그롤
雪白丹德爾	White Dandel	하얀 단델
橘色丹德爾	Orange Dandel	주황 단델
雪白賈沛圖	White Geppetto	하얀 제페토
雪白皮諾	White Pino	하얀 피노
雪白歐涪羅	White Operor	하얀 오페러
雪白畢托爾	White Beetow	하얀 비토우
雪白曼陀羅之樹	White Mentiwood	하얀 멘티우드
橘色夏勒琵雅	Orange Harpeia	주황 하르피아
綠色樹根田鼠	Green Root Mole	초록 나무뿌리 두더지
綠色蠟燭蜘蛛	Green Candle Spider	초록 양초거미
雪白樹妖	White Stumpy Tree	하얀 몽당 나무
綠色米諾牛頭怪	Green Minotaur	초록 미노타우로스
雪白夏勒琵雅	White Harpeia	하얀 하르피아
雪白賽夸伊亞	White Sequoia	하얀 세콰이아
綠色卡樂卡修	Green Carcashu	초록 카르카슈
橘色伍潘特	Orange Upent	주황 우펜트
橘色努德鉤子	Old Orange Hook	주황 누덕 갈고리
橘色克雷比爾	Orange Crabil	주황 크래빌
橘色肯瑟琳	Orange Canceril	주황 캔서릴
橘色梅羅葛咒術師	Orange Merog Shaman	주황 메로그 주술사
綠色梅羅葛毒針術士	Green Merog Poison Stinger	초록 메로그 독침술사
橘色哈明	Orange Hamming	주황 하밍
橘色蘑菇卡利亞	Orange Mushcaria	주황 머슈카리아
橘色石鯨怪	Orange Stone Whale	주황 석화고래
橘色蜥蜴人	Orange Lizardman	주황 리자드맨
橘色泰瑪	Orange Tama	주황 타마
粉紅喬帕露卡	Pink Chupaluka	분홍 츄파루카
粉紅卓柏卡布拉	Pink Chupacabra	분홍 츄파카브라
橘色柯瓦	Orange Kowak	주황 코왁
橘色倫多	Orange Rondo	주황 론도
橘色樹妖	Orange Stumpy Tree	주황 몽당 나무
橘色夏爾蘭傭兵	Orange Siaulamb Lagoon	주황 샤울렘 라군
橘色大夏爾蘭	Orange Big Siaulamb	주황 빅 샤울렘
橘色夏烏羅屋哥	Orange Siaulogre	주황 샤울로우거
橘色夏烏爾拉伯	Orange Siaulav	주황 샤울라브
橘色潘迪瑪伊爾	Orange Pendinmire	주황 펜딘마이어
棕色南瓜精	Brown Sakmoli	갈색 사크몰리
黃色韋伯	Yellow Weaver	노란 위버
黃色王座大蜘蛛	Yellow Throneweaver	노란 쓰론위버
藍色貝里克洛	Blue Velwriggler	푸른 벨리글러
藍色史塔烏利特	Blue Stoulet	푸른 스타울리트
赤紅伊普羅霍克鷹	Red Infro Hoglan	붉은 인프로 호글란
赤紅伊普羅嗜血妖魔	Red Infroblood	붉은 인프로블러드
橘色夏爾蘭咒術師	Orange Siaulamb Shaman	주황 샤울렘 주술사
滴水嘴怪	Gargoyle	가고일
演出影片青苔泥人	Golem for Video Directing	연출 영상 골렘
高雅的羅佛特倫	Pure Loftlem	청아한 로프틀렘
綠色路克史頓	Green Loxodon	초록 룩소돈
橘色夏爾蘭劍士	Orange Siaulamb Warrior	주황 샤울렘 전사
巨大赤紅凱帕	Big Red Kepa	대형 붉은 케파
塊頭殭屍	Scale Zombie	덩치 좀비
暗黑寇里佛拉伊	Black Colifly	검은 콜리 플라이
藍黑寇里佛拉伊	Dark Blue Colifly	검푸른 콜리 플라이
金黃寇里佛拉伊	Yellow Colifly	누런 콜리 플라이
藍黑凱帕	Livid Kepo	검푸른 케포
金黃凱帕	Yellow Kepo	누런 케포
凱帕西特	Keposeed	케포씨드
羅摩勒	Lomor	로모르
凱帕	Kepo	케포
寇里佛拉伊	Colifly	콜리플라이
凱利咒術人偶	Gele Shaman Doll	겔리 주술 인형
努亞耶雷	Nuaele	누아엘레
朗姆伯帕斯	Rumbufus	럼버퍼스
普羅高拉	Progola	프로골라
雪人	Yeti	예티
髒牆	Dirty Wall	더러운벽
泰特拉歐克斯	Tetraox	테트라옥스
測試區	Test Zone	테스트존
佩迪米安直轄領	Fedimian Territory	페디미안 직할령
都市	City	도시
柯拉佩達領	Klaipeda Region	클라페다령
柯拉佩達	Klaipeda	클라페다
高地戰士大師的道場	Highlander Master's Training Hall	하이랜더 마스터의 도장
邪靈祭司大師之家	Bokor Master's Home	보코르 마스터의 집
烈焰法師大師的研究室	Pyromancer Master's Lab	파이로맨서 마스터의 연구실
傭兵委託所	Mercenary Post 	용병 의뢰소
國王直轄領	Royal Territory	국왕직할령
歐勒夏	Orsha	오르샤
夏奧雷伊西邊森林	West Siauliai Woods	샤울레이 서쪽 숲
夏奧雷伊	Siauliai	샤울레이
夏奧雷伊礦山村莊	Miners' Village	샤울레이 광산 마을
水晶礦山1層	Crystal Mine 1F	수정광산 1층
水晶礦山	Crystal Mine	수정광산
水晶礦山2層	Crystal Mine 2F	수정광산 2층
水晶礦山3層	Crystal Mine 3F	수정광산 3층
銀水峽谷	Silverstream Gorge	은수협곡
凱利高原	Gele Plateau	겔리고원
玉光懸崖	Emerald Bluffs	옥빛서린 벼랑
落林花園	Fallen Tree Garden	내린나무 화원
泰內聖堂地下1層	Tenet Church B1	테넷 성당 지하 1층
泰內聖堂	Tenet Church	테넷성당
泰內聖堂地上1層	Tenet Church 1F	테넷 성당 지상 1층
泰內聖堂地上2層	Tenet Church 2F	테넷 성당 지상 2층
草伽藍址	Grassy Brookside	풀가람 터
七彩谷	Seven Valley	칠채곡
瑪凌波石窟	Rhombuspaving Dale	마름포석골
七彩高原坪	Seventune Mesa	칠채고원평
卡汀	Kateen	카틴
矇矓墓地	Owl Burial Ground	희미한 묘지
水晶礦山 2礦區 1層	Crystal Mine Lot 2 - 1F	수정광산 2광구 1층
水晶礦山 2礦區 2層	Crystal Mine Lot 2 - 2F	수정광산 2광구 2층
珠光泉水	Beadshine Fountain	구슬빛 샘터
被遺忘的渡口	Forgotten Port	잊혀진 나루
斷層地	Faultline	단층지
大根平原	Greatroot Plains	큰뿌리 벌
加橋森林	Woods of the Linked Bridges	덧댄다리 숲
彩虹池塘	Rainbow Pond	무지개 연못
大森林地帶	Great Woodlands	대삼림 지대
布袋頭嶺	Top Grip Peak	자루머리 고개
關口路	Gate Route	관문로
荊棘林	Thorn Forest	가시숲
荊棘心山溝	Spineheart Dale	가시마음골
靈魂嶺	Soul Peak	영혼고개
破旗森林	Sunset Flag Forest	해진깃발숲
大王關口	Gateway of the Great King	대왕의 관문
峽谷地帶	Canyon Belt	협곡지대
斷樑峽谷	Broken Pillar Canyon	부러진 기둥 협곡
長橋溪谷	Overlong Bridge Valley	긴다리 계곡
石柱台	Stone Pole Platform	석주대
石橋亡地	Awaiting Stone Bridge	돌다리망터
肅穆高原	Dense Mist Plateau	무무고원
王之高原	King's Plateau	왕의 고원
俯瞰交叉路	Overlooking Crossroad	굽어보는 교차로
王陵 1層	Royal Mausoleum 1F	왕릉 1층
王陵	Royal Mausoleum	왕릉
王陵 2層	Royal Mausoleum 2F	왕릉 2층
王陵 3層	Royal Mausoleum 3F	왕릉 3층
王陵 4層	Royal Mausoleum 4F	왕릉 4층
王陵 5層	Royal Mausoleum 5F	왕릉 5층
地下墓穴 1層	Catacombs 1F	카타콤 1층
